operator,workload,parameters,flagos_time_ms,baseline_time_ms,speedup,flagos_gflops,baseline_gflops
cp_gather_indexer_k_quant_cache,glm_5.2_decode_num_tokens64,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=64",0.0432,0.0129,0.2986,0.00,0.00
cp_gather_indexer_k_quant_cache,glm_5.2_mixed_num_tokens128,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=128",0.0432,0.0130,0.3009,0.00,0.00
cp_gather_indexer_k_quant_cache,glm_5.2_mixed_num_tokens256,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=256",0.0427,0.0134,0.3138,0.00,0.00
cp_gather_indexer_k_quant_cache,glm_5.2_prefill_num_tokens512,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=512",0.0426,0.0131,0.3075,0.00,0.00
cp_gather_indexer_k_quant_cache,glm_5.2_prefill_num_tokens1024,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=1024",0.0432,0.0129,0.2986,0.00,0.00
cp_gather_indexer_k_quant_cache,glm_5.2_prefill_num_tokens2048,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=2048",0.0447,0.0134,0.2998,0.00,0.00
cp_gather_indexer_k_quant_cache,glm_5.2_prefill_num_tokens4096,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=4096",0.0428,0.0131,0.3061,0.00,0.00
flash_attn_varlen_func,deepseek_v3.2_decode_batch_size1_seqlen_q1_seqlen_k2048,"num_heads=128, head_dim=192, causal=True, dtype=bf16, batch_size=1, seqlen_q=1, seqlen_k=2048",0.2570,0.4088,1.5907,391.68,246.27
flash_attn_varlen_func,deepseek_v3.2_decode_batch_size32_seqlen_q1_seqlen_k2048,"num_heads=128, head_dim=192, causal=True, dtype=bf16, batch_size=32, seqlen_q=1, seqlen_k=2048",3.8205,10.3337,2.7048,843.14,311.72
flash_mla,deepseek_v3.2_decode_b1_max_seq2048,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=1, max_seq=2048",0.1647,N/A,N/A,2249.27,N/A
flash_mla,deepseek_v3.2_decode_b8_max_seq2048,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=8, max_seq=2048",0.5873,N/A,N/A,5045.19,N/A
flash_mla,deepseek_v4_flash_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=1, max_seq=2048",0.1427,N/A,N/A,2002.65,N/A
flash_mla,deepseek_v4_flash_decode_b8_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=8, max_seq=2048",0.1430,N/A,N/A,15993.15,N/A
flash_mla,deepseek_v4_flash_decode_b32_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=2048",0.2027,N/A,N/A,45138.58,N/A
flash_mla,deepseek_v4_flash_decode_b32_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=4096",0.2778,N/A,N/A,65865.93,N/A
flash_mla,deepseek_v4_flash_decode_b64_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=4096",0.4361,N/A,N/A,83914.34,N/A
flash_mla,deepseek_v4_flash_decode_b64_max_seq8192,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=8192",0.7309,N/A,N/A,100131.28,N/A
flash_mla,deepseek_v4_flash_decode_b128_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=128, max_seq=4096",0.7324,N/A,N/A,99925.95,N/A
flash_mla,deepseek_v4_pro_decode_b1_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=1, max_seq=2048",0.1419,N/A,N/A,4027.74,N/A
flash_mla,deepseek_v4_pro_decode_b8_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=8, max_seq=2048",0.1577,N/A,N/A,29003.23,N/A
flash_mla,deepseek_v4_pro_decode_b32_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=2048",0.2897,N/A,N/A,63162.34,N/A
flash_mla,deepseek_v4_pro_decode_b32_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=4096",0.4337,N/A,N/A,84369.97,N/A
flash_mla,deepseek_v4_pro_decode_b64_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=4096",0.7316,N/A,N/A,100028.40,N/A
flash_mla,deepseek_v4_pro_decode_b64_max_seq8192,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=8192",1.3153,N/A,N/A,111277.40,N/A
flash_mla,deepseek_v4_pro_decode_b128_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=128, max_seq=4096",1.3191,N/A,N/A,110954.77,N/A
flash_mla,glm_4.7_flash_decode_b1_max_seq2048,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=1, max_seq=2048",0.1509,N/A,N/A,453.17,N/A
flash_mla,glm_4.7_flash_decode_b8_max_seq2048,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=8, max_seq=2048",0.3820,N/A,N/A,1431.58,N/A
flash_mla,glm_4.7_flash_decode_b32_max_seq2048,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=32, max_seq=2048",1.1534,N/A,N/A,1896.63,N/A
flash_mla,glm_5.2_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=1, max_seq=2048",0.2045,N/A,N/A,1069.82,N/A
flash_mla,glm_5.2_decode_b8_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=8, max_seq=2048",0.8995,N/A,N/A,1945.54,N/A
flash_mla,kimi_k2.6_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=1, max_seq=2048",0.1631,N/A,N/A,1135.87,N/A
flash_mla,kimi_k3_decode_b1_max_seq2048,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=1, max_seq=2048",0.1623,N/A,N/A,1711.42,N/A
flash_mla_with_kvcache,deepseek_v3.2_decode_b1_max_seq2048,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=1, max_seq=2048",0.2498,0.0547,0.2190,2288.82,10455.42
flash_mla_with_kvcache,deepseek_v3.2_decode_b8_max_seq2048,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=8, max_seq=2048",0.2503,0.0914,0.3652,18273.94,50056.56
flash_mla_with_kvcache,deepseek_v3.2_decode_b32_max_seq2048,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=32, max_seq=2048",0.2530,0.2199,0.8692,72316.55,83213.29
flash_mla_with_kvcache,deepseek_v3.2_decode_b32_max_seq4096,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=32, max_seq=4096",0.4304,0.3667,0.8520,85011.77,99777.94
flash_mla_with_kvcache,deepseek_v3.2_decode_b64_max_seq4096,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=64, max_seq=4096",0.7906,0.6774,0.8568,92560.32,108035.87
flash_mla_with_kvcache,deepseek_v3.2_decode_b64_max_seq8192,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=64, max_seq=8192",1.4999,1.2639,0.8427,97582.37,115806.99
flash_mla_with_kvcache,deepseek_v3.2_decode_b128_max_seq4096,"s_q=1, h_q=128, h_kv=128, d=576, dv=128, block_size=64, b=128, max_seq=4096",1.5080,1.2778,0.8473,97060.60,114540.76
flash_mla_with_kvcache,deepseek_v4_flash_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=1, max_seq=2048",0.2489,0.0598,0.2403,1148.41,4779.81
flash_mla_with_kvcache,deepseek_v4_flash_decode_b8_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=8, max_seq=2048",0.2497,0.0779,0.3120,9158.59,29356.41
flash_mla_with_kvcache,deepseek_v4_flash_decode_b32_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=2048",0.2521,0.1461,0.5795,36279.74,62602.22
flash_mla_with_kvcache,deepseek_v4_flash_decode_b32_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=4096",0.4317,0.2175,0.5038,42382.18,84117.55
flash_mla_with_kvcache,deepseek_v4_flash_decode_b64_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=4096",0.5228,0.3769,0.7209,69985.20,97083.03
flash_mla_with_kvcache,deepseek_v4_flash_decode_b64_max_seq8192,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=8192",0.9072,0.6724,0.7412,80665.24,108844.11
flash_mla_with_kvcache,deepseek_v4_flash_decode_b128_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, b=128, max_seq=4096",0.9198,0.6862,0.7460,79564.18,106644.44
flash_mla_with_kvcache,deepseek_v4_pro_decode_b1_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=1, max_seq=2048",0.3437,0.0535,0.1557,1663.42,10688.67
flash_mla_with_kvcache,deepseek_v4_pro_decode_b8_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=8, max_seq=2048",0.3197,0.0910,0.2846,14308.24,50249.26
flash_mla_with_kvcache,deepseek_v4_pro_decode_b32_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=2048",0.3176,0.2195,0.6911,57597.23,83337.86
flash_mla_with_kvcache,deepseek_v4_pro_decode_b32_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=32, max_seq=4096",0.4332,0.3653,0.8433,84467.88,100158.81
flash_mla_with_kvcache,deepseek_v4_pro_decode_b64_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=4096",0.7904,0.6734,0.8520,92590.60,108673.32
flash_mla_with_kvcache,deepseek_v4_pro_decode_b64_max_seq8192,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=64, max_seq=8192",1.4999,1.2591,0.8395,97581.45,116243.20
flash_mla_with_kvcache,deepseek_v4_pro_decode_b128_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, b=128, max_seq=4096",1.5091,1.2720,0.8429,96989.67,115062.44
flash_mla_with_kvcache,glm_4.7_flash_decode_b1_max_seq2048,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=1, max_seq=2048",0.2562,0.0586,0.2287,348.68,1523.19
flash_mla_with_kvcache,glm_4.7_flash_decode_b8_max_seq2048,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=8, max_seq=2048",0.2568,0.0736,0.2866,2783.20,9706.69
flash_mla_with_kvcache,glm_4.7_flash_decode_b32_max_seq2048,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=32, max_seq=2048",0.2573,0.1433,0.5569,11110.53,19950.99
flash_mla_with_kvcache,glm_4.7_flash_decode_b32_max_seq4096,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=32, max_seq=4096",0.4559,0.2132,0.4676,12540.30,26819.87
flash_mla_with_kvcache,glm_4.7_flash_decode_b64_max_seq4096,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=64, max_seq=4096",0.4478,0.3717,0.8301,25537.54,30761.63
flash_mla_with_kvcache,glm_4.7_flash_decode_b64_max_seq8192,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=64, max_seq=8192",0.8337,0.6672,0.8003,27432.11,34275.59
flash_mla_with_kvcache,glm_4.7_flash_decode_b128_max_seq4096,"s_q=1, h_q=20, h_kv=20, d=576, dv=256, block_size=64, b=128, max_seq=4096",0.8405,0.6807,0.8099,27209.23,33596.86
flash_mla_with_kvcache,glm_5.2_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=1, max_seq=2048",0.2486,0.0600,0.2414,1149.70,4766.88
flash_mla_with_kvcache,glm_5.2_decode_b8_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=8, max_seq=2048",0.2490,0.0780,0.3133,9185.11,29323.77
flash_mla_with_kvcache,glm_5.2_decode_b32_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=32, max_seq=2048",0.2508,0.1457,0.5809,36468.15,62777.92
flash_mla_with_kvcache,glm_5.2_decode_b32_max_seq4096,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=32, max_seq=4096",0.4346,0.2177,0.5009,42097.92,84052.13
flash_mla_with_kvcache,glm_5.2_decode_b64_max_seq4096,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=64, max_seq=4096",0.4311,0.3779,0.8766,84884.11,96837.53
flash_mla_with_kvcache,glm_5.2_decode_b64_max_seq8192,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=64, max_seq=8192",0.7666,0.6722,0.8769,95464.24,108876.18
flash_mla_with_kvcache,glm_5.2_decode_b128_max_seq4096,"s_q=1, h_q=64, h_kv=64, d=576, dv=256, block_size=64, b=128, max_seq=4096",0.7912,0.6873,0.8687,92499.22,106479.69
flash_mla_with_kvcache,kimi_k2.6_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=1, max_seq=2048",0.2491,0.0600,0.2409,1147.44,4761.78
flash_mla_with_kvcache,kimi_k2.6_decode_b8_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=8, max_seq=2048",0.2496,0.0780,0.3125,9161.40,29328.94
flash_mla_with_kvcache,kimi_k2.6_decode_b32_max_seq2048,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=32, max_seq=2048",0.2513,0.1457,0.5798,36399.52,62777.23
flash_mla_with_kvcache,kimi_k2.6_decode_b32_max_seq4096,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=32, max_seq=4096",0.4285,0.2178,0.5083,42698.00,83996.44
flash_mla_with_kvcache,kimi_k2.6_decode_b64_max_seq4096,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=64, max_seq=4096",0.4311,0.3777,0.8761,84873.46,96885.37
flash_mla_with_kvcache,kimi_k2.6_decode_b64_max_seq8192,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=64, max_seq=8192",0.7860,0.6729,0.8561,93105.17,108754.31
flash_mla_with_kvcache,kimi_k2.6_decode_b128_max_seq4096,"s_q=1, h_q=64, h_kv=64, d=576, dv=128, block_size=64, b=128, max_seq=4096",0.7910,0.6863,0.8676,92524.07,106631.42
flash_mla_with_kvcache,kimi_k3_decode_b1_max_seq2048,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=1, max_seq=2048",0.2482,0.0533,0.2147,1727.77,8038.58
flash_mla_with_kvcache,kimi_k3_decode_b8_max_seq2048,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=8, max_seq=2048",0.2458,0.0907,0.3690,13956.24,37836.59
flash_mla_with_kvcache,kimi_k3_decode_b32_max_seq2048,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=32, max_seq=2048",0.2481,0.2181,0.8791,55300.33,62904.55
flash_mla_with_kvcache,kimi_k3_decode_b32_max_seq4096,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=32, max_seq=4096",0.4378,0.3639,0.8312,62681.42,75424.47
flash_mla_with_kvcache,kimi_k3_decode_b64_max_seq4096,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=64, max_seq=4096",0.8209,0.6710,0.8174,66863.43,81792.45
flash_mla_with_kvcache,kimi_k3_decode_b64_max_seq8192,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=64, max_seq=8192",1.5788,1.2548,0.7948,69528.61,87480.32
flash_mla_with_kvcache,kimi_k3_decode_b128_max_seq4096,"s_q=1, h_q=96, h_kv=96, d=576, dv=128, block_size=64, b=128, max_seq=4096",1.5853,1.2667,0.7990,69246.52,86659.65
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b1_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=1, max_seq=2048",0.1157,N/A,N/A,77.18,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b8_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=8, max_seq=2048",0.1134,N/A,N/A,630.04,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b32_max_seq2048,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=32, max_seq=2048",0.1133,N/A,N/A,2522.50,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b32_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=32, max_seq=4096",0.1228,N/A,N/A,4654.28,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b64_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=64, max_seq=4096",0.1203,N/A,N/A,9501.65,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b64_max_seq8192,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=64, max_seq=8192",0.1369,N/A,N/A,16702.70,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_flash_decode_b128_max_seq4096,"s_q=1, h_q=64, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=128, max_seq=4096",0.1393,N/A,N/A,16411.96,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b1_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=1, max_seq=2048",0.1142,N/A,N/A,156.50,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b8_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=8, max_seq=2048",0.1141,N/A,N/A,1252.27,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b32_max_seq2048,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=32, max_seq=2048",0.1145,N/A,N/A,4993.67,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b32_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=32, max_seq=4096",0.1219,N/A,N/A,9378.18,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b64_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=64, max_seq=4096",0.1391,N/A,N/A,16441.14,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b64_max_seq8192,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=64, max_seq=8192",0.1709,N/A,N/A,26769.28,N/A
flash_mla_with_kvcache_fp8,deepseek_v4_pro_decode_b128_max_seq4096,"s_q=1, h_q=128, h_kv=1, d=576, dv=512, block_size=64, quant=fp8, b=128, max_seq=4096",0.1788,N/A,N/A,25579.38,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b1_max_seq2048,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=1, max_seq=2048",0.1349,N/A,N/A,2241.12,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b8_max_seq2048,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=8, max_seq=2048",0.1342,N/A,N/A,18017.23,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b32_max_seq2048,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=32, max_seq=2048",0.2497,N/A,N/A,38738.54,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b32_max_seq4096,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=32, max_seq=4096",0.3989,N/A,N/A,48489.35,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b64_max_seq4096,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=64, max_seq=4096",0.6948,N/A,N/A,55680.87,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b64_max_seq8192,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=64, max_seq=8192",1.2919,N/A,N/A,59895.74,N/A
fp8_fp4_paged_mqa_logits,deepseek_v3.2_decode_b128_max_seq4096,"h_q=128, d=576, dv=128, block_size=64, dtype=bf16, b=128, max_seq=4096",1.2922,N/A,N/A,59879.99,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b1_max_seq2048,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=1, max_seq=2048",0.1334,N/A,N/A,1133.25,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b8_max_seq2048,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=8, max_seq=2048",0.1344,N/A,N/A,8992.43,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b32_max_seq2048,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=32, max_seq=2048",0.2452,N/A,N/A,19719.62,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b32_max_seq4096,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=32, max_seq=4096",0.3873,N/A,N/A,24973.17,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b64_max_seq4096,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=64, max_seq=4096",0.6761,N/A,N/A,28611.46,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b64_max_seq8192,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=64, max_seq=8192",1.2539,N/A,N/A,30855.48,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_flash_decode_b128_max_seq4096,"h_q=64, d=576, dv=512, block_size=64, dtype=bf16, b=128, max_seq=4096",1.2455,N/A,N/A,31062.48,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b1_max_seq2048,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=1, max_seq=2048",0.1322,N/A,N/A,2286.45,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b8_max_seq2048,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=8, max_seq=2048",0.1323,N/A,N/A,18275.86,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b32_max_seq2048,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=32, max_seq=2048",0.2471,N/A,N/A,39140.97,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b32_max_seq4096,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=32, max_seq=4096",0.3981,N/A,N/A,48593.57,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b64_max_seq4096,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=64, max_seq=4096",0.6942,N/A,N/A,55731.61,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b64_max_seq8192,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=64, max_seq=8192",1.2910,N/A,N/A,59935.80,N/A
fp8_fp4_paged_mqa_logits,deepseek_v4_pro_decode_b128_max_seq4096,"h_q=128, d=576, dv=512, block_size=64, dtype=bf16, b=128, max_seq=4096",1.2804,N/A,N/A,60433.06,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b1_max_seq2048,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=1, max_seq=2048",0.1321,N/A,N/A,1143.69,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b8_max_seq2048,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=8, max_seq=2048",0.1306,N/A,N/A,9256.38,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b32_max_seq2048,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=32, max_seq=2048",0.2417,N/A,N/A,20009.91,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b32_max_seq4096,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=32, max_seq=4096",0.3865,N/A,N/A,25025.94,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b64_max_seq4096,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=64, max_seq=4096",0.6739,N/A,N/A,28704.11,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b64_max_seq8192,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=64, max_seq=8192",1.2521,N/A,N/A,30899.27,N/A
fp8_fp4_paged_mqa_logits,glm_5.2_decode_b128_max_seq4096,"h_q=64, d=576, dv=256, block_size=64, dtype=bf16, b=128, max_seq=4096",1.2373,N/A,N/A,31267.38,N/A
fp8_fp4_paged_mqa_logits,kimi_k2.6_decode_b1_max_seq2048,"h_q=64, d=576, dv=128, block_size=64, dtype=bf16, b=1, max_seq=2048",0.1367,N/A,N/A,1105.87,N/A
